id,created_at,text
766451062257618944,2016-08-19 01:45:47,Someone just turned on my bathroom fan! That tickles!
766447704960540672,2016-08-19 01:32:27,Kitchen lights are now on! No longer need we cook in darkness.
766160455542960128,2016-08-18 06:31:01,The Kitchen Lights are now turn off. Once more we must cook in darkness!
766160438329536512,2016-08-18 06:30:57,Turning off the light over the kitchen sink. No one needs to see the horror that lives there.
766079914034552832,2016-08-18 01:10:59,Kitchen lights are now on! No longer need we cook in darkness.
766079901589987330,2016-08-18 01:10:56,Someone just switched on the Kitchen Sink Light.
765939547289116672,2016-08-17 15:53:13,Tom just weighed himself. I'm going to leave it up to him to tell you if it's good news though.
765930410253643776,2016-08-17 15:16:54,Someone just turned on my bathroom fan! That tickles!
765884709930987520,2016-08-17 12:15:18,The Kitchen Lights are now turn off. Once more we must cook in darkness!
765667209024798720,2016-08-16 21:51:02,"Okay, the light by the bathroom mirror is now off!"
765654249195855872,2016-08-16 20:59:32,To whoever it is who just turned on the light by the mirror in the Bathroom - you look beautiful today!
765606659075039232,2016-08-16 17:50:26,Turning off the light over the kitchen sink. No one needs to see the horror that lives there.
765606647628701696,2016-08-16 17:50:23,The Kitchen Lights are now turn off. Once more we must cook in darkness!
765594672458768385,2016-08-16 17:02:48,Kitchen lights are now on! No longer need we cook in darkness.
765593568266387456,2016-08-16 16:58:25,Someone just switched on the Kitchen Sink Light.
765423987182727168,2016-08-16 05:44:34,Turning off the light over the kitchen sink. No one needs to see the horror that lives there.
765423950994214912,2016-08-16 05:44:25,The Kitchen Lights are now turn off. Once more we must cook in darkness!
765328258950918144,2016-08-15 23:24:10,Kitchen lights are now on! No longer need we cook in darkness.
765328248041504768,2016-08-15 23:24:08,Someone just switched on the Kitchen Sink Light.
765220342663184384,2016-08-15 16:15:21,Turning off the light over the kitchen sink. No one needs to see the horror that lives there.
765217285434900480,2016-08-15 16:03:12,The Kitchen Lights are now turn off. Once more we must cook in darkness!
765093865284104192,2016-08-15 07:52:46,"Phew, the big glaring lights downstairs have been turned off. What a relief. I hate those lights."
765046190920634368,2016-08-15 04:43:20,Someone just turned on my bathroom fan! That tickles!
765037719840034820,2016-08-15 04:09:40,Someone just switched on the Kitchen Sink Light.
765037714643312640,2016-08-15 04:09:39,Kitchen lights are now on! No longer need we cook in darkness.
765029052977704960,2016-08-15 03:35:14,Turning off the light over the kitchen sink. No one needs to see the horror that lives there.
765024932338204672,2016-08-15 03:18:52,The Kitchen Lights are now turn off. Once more we must cook in darkness!
764951552247365633,2016-08-14 22:27:16,It's getting warm in here today. I'd say it's probably reached something like 72. That's a little warmer than I usually like it.
764583782653554688,2016-08-13 22:05:53,It's getting warm in here today. I'd say it's probably reached something like 72. That's a little warmer than I usually like it.
764369434773520384,2016-08-13 07:54:09,"Okay, the light by the bathroom mirror is now off!"
764338851259248640,2016-08-13 05:52:37,It's getting warm in here today. I'd say it's probably reached something like 72. That's a little warmer than I usually like it.
764253411822927872,2016-08-13 00:13:07,To whoever it is who just turned on the light by the mirror in the Bathroom - you look beautiful today!
764252871529533440,2016-08-13 00:10:58,Someone just switched on the Kitchen Sink Light.
764252844555993088,2016-08-13 00:10:51,Kitchen lights are now on! No longer need we cook in darkness.
764225703789363200,2016-08-12 22:23:01,It's getting warm in here today. I'd say it's probably reached something like 73. That's a little warmer than I usually like it.
764158713578094593,2016-08-12 17:56:49,The Kitchen Lights are now turn off. Once more we must cook in darkness!
764158662663430144,2016-08-12 17:56:37,Turning off the light over the kitchen sink. No one needs to see the horror that lives there.
763899134113935361,2016-08-12 00:45:20,Someone just turned on my bathroom fan! That tickles!
763800647795929088,2016-08-11 18:13:59,The Kitchen Lights are now turn off. Once more we must cook in darkness!
763795774064951296,2016-08-11 17:54:37,Turning off the light over the kitchen sink. No one needs to see the horror that lives there.
763759548490457089,2016-08-11 15:30:40,Someone just switched on the Kitchen Sink Light.
763759545516720128,2016-08-11 15:30:40,Kitchen lights are now on! No longer need we cook in darkness.
763582492204990464,2016-08-11 03:47:07,The Kitchen Lights are now turn off. Once more we must cook in darkness!
763575292615090176,2016-08-11 03:18:30,It's getting warm in here today. I'd say it's probably reached something like 73. That's a little warmer than I usually like it.
763494453109600256,2016-08-10 21:57:17,It's getting warm in here today. I'd say it's probably reached something like 72. That's a little warmer than I usually like it.
763482698883018752,2016-08-10 21:10:34,"Phew, the big glaring lights downstairs have been turned off. What a relief. I hate those lights."
763482693027979264,2016-08-10 21:10:33,Turning off the light over the kitchen sink. No one needs to see the horror that lives there.
763469346010238976,2016-08-10 20:17:31,Looks like Tom's off doing something. He posted a photo to Instagram: https://t.co/YQb8KOHdU4
763468793020551168,2016-08-10 20:15:19,Looks like Tom's off doing something. He posted a photo to Instagram: https://t.co/eWGLGipnJC
763442764222791681,2016-08-10 18:31:53,Someone just turned on my bathroom fan! That tickles!
763442746501820416,2016-08-10 18:31:49,Someone just turned on the main lights in the Sitting Room which is weird because Tom hates those lights!
763442741376409600,2016-08-10 18:31:48,To whoever it is who just turned on the light by the mirror in the Bathroom - you look beautiful today!
763442740495540224,2016-08-10 18:31:48,Someone just switched on the Kitchen Sink Light.
763442735957348352,2016-08-10 18:31:46,Kitchen lights are now on! No longer need we cook in darkness.
763411239146061824,2016-08-10 16:26:37,Tom just weighed himself. I'm going to leave it up to him to tell you if it's good news though.
763409841821978625,2016-08-10 16:21:04,"Okay, the light by the bathroom mirror is now off!"
763260580832706560,2016-08-10 06:27:57,The Kitchen Lights are now turn off. Once more we must cook in darkness!
763257804861956096,2016-08-10 06:16:55,Turning off the light over the kitchen sink. No one needs to see the horror that lives there.
763183849761304581,2016-08-10 01:23:03,Someone just switched on the Kitchen Sink Light.
763183847106371584,2016-08-10 01:23:03,Kitchen lights are now on! No longer need we cook in darkness.
763151351614496769,2016-08-09 23:13:55,It's getting warm in here today. I'd say it's probably reached something like 72. That's a little warmer than I usually like it.
763061305469206528,2016-08-09 17:16:06,To whoever it is who just turned on the light by the mirror in the Bathroom - you look beautiful today!
763048644585086976,2016-08-09 16:25:48,Tom just weighed himself. I'm going to leave it up to him to tell you if it's good news though.
763041985733230592,2016-08-09 15:59:20,Turning off the light over the kitchen sink. No one needs to see the horror that lives there.
763041977130704896,2016-08-09 15:59:18,The Kitchen Lights are now turn off. Once more we must cook in darkness!
762877703280222209,2016-08-09 05:06:32,Looks like Tom's off doing something. He posted a photo to Instagram: https://t.co/nYhLzecMUv
762743134400937984,2016-08-08 20:11:48,It's getting warm in here today. I'd say it's probably reached something like 72. That's a little warmer than I usually like it.
762698629878611968,2016-08-08 17:14:58,Tom just weighed himself. I'm going to leave it up to him to tell you if it's good news though.
762690622813855744,2016-08-08 16:43:09,Someone just turned on my bathroom fan! That tickles!
762500836807233539,2016-08-08 04:09:00,Looks like Tom's gone out. I saw him check in at House of Coates: https://t.co/nFV6irrbTv
762490999130030080,2016-08-08 03:29:55,Someone just switched on the Kitchen Sink Light.
762487407199424514,2016-08-08 03:15:38,Turning off the light over the kitchen sink. No one needs to see the horror that lives there.
762487398408130560,2016-08-08 03:15:36,The Kitchen Lights are now turn off. Once more we must cook in darkness!
762462497051774983,2016-08-08 01:36:39,"Okay, the light by the bathroom mirror is now off!"
762460430358814720,2016-08-08 01:28:27,Kitchen lights are now on! No longer need we cook in darkness.
762410758856671232,2016-08-07 22:11:04,It's getting warm in here today. I'd say it's probably reached something like 71. That's a little warmer than I usually like it.
762140193029840896,2016-08-07 04:15:56,Looks like Tom's gone out. I saw him check in at The Progress: https://t.co/cjpYszeAIb
762138516331622400,2016-08-07 04:09:16,Looks like Tom's off doing something. He posted a photo to Instagram: https://t.co/IgqvArblB0
762057869034479616,2016-08-06 22:48:48,To whoever it is who just turned on the light by the mirror in the Bathroom - you look beautiful today!
761989959347761152,2016-08-06 18:18:58,Someone just switched on the Kitchen Sink Light.
761981973934014464,2016-08-06 17:47:14,"It's just hit 68 inside - that's rather lovely. I'm pretty sure Tom will be happy about that.
/Twine"
761841270067265536,2016-08-06 08:28:07,It's getting warm in here today. I'd say it's probably reached something like 73. That's a little warmer than I usually like it.
